stage_id,S1
ec_id,E7
1,15.85429758
2,17.0825733
3,9.019093262
4,0.561235902
5,2.306010271
6,15.87252385
7,4.973618175
8,11.94531003
9,8.987242234
10,12.62712241
11,9.961625909
12,16.67717475
13,14.05703553
14,12.22840048
15,8.932414449
16,19.15636235
17,14.1598836
18,5.128857587
19,5.200366847
20,11.74887977
21,2.207226277
22,1.421804077
23,17.78819858
24,5.495659483
25,18.33576468
26,2.770684543
27,0.947867602
28,14.04661079
29,11.04891725
30,1.962027719
31,13.76798913
32,6.743089272
33,3.591405532
34,2.644494135
35,6.558485736
36,10.34485348
37,16.31424173
38,1.578274677
39,14.49212857
40,8.263084999
41,11.86714378
42,10.54386563
43,15.84084776
44,3.401897058
45,11.47174649
46,15.0865933
47,15.0619593
48,5.109428395
49,2.513278572
50,8.417157624
51,8.377112214
52,10.7790943
53,0.176462253
54,15.52687344
55,12.64129006
56,19.94630105
57,16.68621386
58,10.56648683
59,18.97147341
60,13.85843441
61,17.65172818
62,14.75846618
63,10.935362
64,2.928574828
65,2.239684418
66,5.168399607
67,10.68558565
68,12.22510302
69,2.714351142
70,12.96112242
71,17.5802381
72,9.830810308
73,6.633700598
74,9.503060731
75,17.0900234
76,3.589147645
77,18.37523185
78,11.88935261
79,15.33820291
80,15.5632159
81,5.711698291
82,1.888228583
83,2.769786206
84,17.38372647
85,4.306347745
86,10.67533965
87,6.108281215
88,5.859292015
89,12.44048436
90,17.19102825
91,14.51703302
92,19.94651186
93,4.901037885
94,6.471449545
95,16.3319045
96,15.56315079
97,2.925142702
98,13.70787186
99,7.674322098
100,8.874176054
101,11.95226972
102,1.852284137
103,1.660384675
104,1.156549388
105,9.409455055
106,10.02727061
107,8.365425197
108,14.8590824
109,19.15421923
110,7.683511069
111,0.91691219
112,18.93647058
113,19.64659464
114,7.897191763
115,6.06555083
116,19.90645078
117,17.75866429
118,1.141451645
119,4.478542362
120,12.04248584
121,8.465606446
122,17.57812644
123,0.636678376
124,13.57957147
125,10.71072866
126,0.770350438
127,15.98137313
128,13.30749707
129,3.4434669
130,18.23828881
131,4.597972807
132,19.23804852
133,5.90282927
134,2.538227624
135,1.141546935
136,18.54100309
137,4.750064912
138,18.91342953
139,4.2755257
140,18.06010186
141,12.7407365
142,7.987838802
143,1.151583976
144,4.55768462
145,1.88885184
146,2.684266129
147,12.72858293
148,1.436773412
149,4.633766117
150,17.76916906
151,8.829745746
152,17.47968502
153,0.267569373
154,9.057610947
155,5.699569327
156,14.15147254
157,16.30744367
158,12.01727999
159,5.411412729
160,19.15062147
161,5.832074338
162,7.869380206
163,11.26279998
164,8.801048066
165,9.28051652
166,14.95852062
167,13.54260232
168,12.93234946
169,15.55297118
170,10.38473552
171,3.03337059
172,16.99387565
173,17.61920795
