stage_id,S1
ec_id,E6
unit,kW/m^2
1,0.292504946
2,3.753391065
3,3.979901651
4,2.279087403
5,2.405183797
6,1.332178418
7,2.04444715
8,1.574418527
9,2.64227837
10,2.853228584
11,1.567607658
12,3.525905041
13,2.012837707
14,2.11480442
15,0.18028181
16,3.859278058
17,3.350802657
18,1.325167711
19,4.255450816
20,1.311389405
21,4.16853709
22,4.777942899
23,2.615650262
24,3.342323509
25,2.409485795
26,0.364768482
27,2.452520637
28,3.316624354
29,4.30406922
30,0.845349784
31,1.781199748
32,0.09220084
33,0.366725676
34,2.792917213
35,0.479530523
36,4.646751248
37,4.016661803
38,3.633933656
39,0.500022837
40,4.773818168
41,1.620402739
42,2.828733315
43,0.830383682
44,2.40695785
45,4.243716773
46,2.795147933
47,4.473249257
48,1.321550043
49,4.257285971
50,3.341706876
51,1.955924262
52,4.683673458
53,2.408946437
54,0.430485249
55,4.152573116
56,4.964424933
57,3.095209638
58,4.89928782
59,1.510535567
60,2.197718766
61,3.289459163
62,1.588695004
63,2.322742841
64,3.944815059
65,3.839724131
66,4.144367268
67,1.981710951
68,2.775632809
69,0.580384093
70,1.18096046
71,1.45151571
72,0.745713035
73,0.826562319
74,3.044650581
75,3.293035381
76,1.427319824
77,0.892600996
78,4.699313872
79,3.44544611
80,1.908347387
81,1.689342289
82,2.496032388
83,0.973899814
84,3.1552706
85,3.993091618
86,1.869528995
87,4.654847872
88,1.321291757
89,3.784708336
90,2.344843526
91,2.294078519
92,3.871626211
93,0.825966312
94,0.126985504
95,0.126314433
96,1.76646602
97,2.102710221
98,4.982233967
99,3.713575239
100,2.514164482
101,2.671917039
102,4.425489537
103,2.973652811
104,1.68278075
105,2.953791424
106,2.844277485
107,4.448846262
108,4.138864135
109,4.508973011
110,2.882975597
111,3.892458315
112,3.240319735
113,2.297584333
114,1.081167519
115,2.578124154
116,4.208301532
117,1.95278802
118,0.736799594
119,2.824198546
120,4.513229679
121,0.604144042
122,2.727043582
123,2.049279736
124,0.451221072
125,2.302035073
126,4.389201042
127,2.701810702
128,4.315058481
129,3.163175833
130,3.833844314
131,1.861127385
132,2.633611653
133,4.468139383
134,0.577055315
135,2.801668934
136,0.884093173
137,0.652868995
138,2.887130845
139,1.000713247
140,0.466747394
141,1.626446833
142,4.159019739
143,4.815638318
144,3.292096673
145,1.683866116
146,0.528784127
147,2.073613205
148,0.061604849
149,1.131444684
150,1.343594666
151,1.172720811
152,2.356721919
153,2.19456327
154,2.008564131
155,4.228071416
156,1.649199462
157,3.472945636
158,1.607675285
159,3.45884028
160,3.718207928
161,1.570161814
162,3.33554468
163,0.319637131
164,4.553445248
165,3.639195032
166,3.226729944
167,0.929950866
168,1.417284579
169,1.559460485
170,4.257471009
171,2.812238876
172,0.020335904
173,1.741536822
174,0.326810257
175,4.337889124
176,4.40577381
177,2.723867278
178,4.99467452
179,0.48235528
180,3.584059794
181,3.992556233
182,0.365469253
183,4.470513552
184,3.136744688
185,4.588769784
186,4.050256496
187,2.164762464
188,0.693424023
189,4.234826094
190,3.422621736
191,1.316227506
192,4.247811541
193,1.321319877
194,2.533880338
195,1.311753415
196,3.634191052
197,1.305207407
198,2.255080795
199,3.031234038
200,0.307115319
201,4.077945441
202,4.514332629
203,2.962500868
204,3.034719776
205,0.526657146
206,2.908320306
207,1.093416366
208,1.585768571
209,4.580481188
210,0.446031253
211,4.107954443
212,1.59738798
213,1.138829195
214,3.352970522
215,1.951648441
216,2.700526509
217,4.957385765
218,4.108631619
219,0.571455011
220,4.548778063
221,2.279233242
222,1.276299778
223,2.22116055
224,4.081079286
225,0.937331169
226,1.384944164
227,3.33128793
228,3.83382392
229,2.847300888
230,1.468116677
231,3.328726953
232,0.838737024
233,1.066638698
234,0.792830537
235,0.192613218
236,4.726135058
237,4.796922981
238,3.600039523
239,0.449935363
240,2.054344002
241,0.656578101
242,0.755346501
243,4.233752829
244,2.062802649
245,2.462155377
246,3.550890446
247,3.109888192
248,0.602308616
249,3.554386904
250,0.073544781
251,4.839862755
252,4.627180049
253,1.363908672
254,3.259176645
255,3.292746718
256,3.97073034
257,1.15490565
258,4.22139901
259,1.706454876
260,0.620424554
261,0.944637457
262,1.473205125
263,0.407748287
264,0.188860677
265,0.787755456
266,2.106482866
267,1.614629698
268,1.330257842
269,4.543460537
270,1.831812104
271,3.42177102
272,0.008945115
273,1.376219648
274,2.964411902
275,4.301329512
276,2.038650358
277,2.478837456
278,4.911864385
279,3.755910725
280,2.400684868
281,3.058157188
282,3.609547935
283,2.582950377
284,3.894506885
285,2.108023283
286,0.319928178
287,0.912371751
288,3.405289001
289,4.746218636
290,3.368673476
291,0.882641762
292,2.131016525
293,0.831894565
294,4.126257199
295,2.411839095
296,2.955008032
297,2.458690606
298,1.070786883
299,0.021401446
300,2.736340064
301,4.557982012
302,4.96708304
303,0.094462918
304,4.79798349
305,4.089589751
306,2.893048131
307,4.176036914
308,0.993069406
309,1.258249127
310,2.809956478
311,0.358945373
312,2.445561396
313,3.574966297
314,3.950592464
315,3.137485356
316,2.720282273
317,4.595875982
318,1.113230731
319,2.018870097
320,3.872902474
321,3.523978674
322,1.398953104
323,0.574955246
324,1.980176539
325,2.072135271
326,2.104660612
327,0.845703599
328,4.185833116
329,2.292142027
330,2.893188603
