stage_id,S1
tech_id,X1
ec_id,E1
unit,kWh/kWh
1,0.955183744
2,0.803850215
3,0.833441391
4,0.934459515
5,0.925472477
6,0.994179447
7,0.739342375
8,0.941183621
9,0.762754655
10,0.893675598
11,0.572305351
12,0.573774893
13,0.675952361
14,0.797945993
15,0.732211569
16,0.633892842
17,0.821515119
18,0.557535899
19,0.989246606
20,0.800973508
21,0.984106386
22,0.862020003
23,0.864510999
24,0.742421238
25,0.692937539
26,0.738492444
27,0.683579939
28,0.526790714
29,0.840642565
30,0.563357115
31,0.900281052
32,0.674171317
33,0.513381637
34,0.920824664
35,0.508982309
36,0.915781233
37,0.966730978
38,0.547494478
39,0.507965529
40,0.673342123
41,0.77652944
42,0.587914625
43,0.759522051
44,0.999640373
45,0.65988111
46,0.94211309
47,0.627655907
48,0.960474616
49,0.937054825
50,0.804809584
51,0.583531822
52,0.993036991
53,0.914996712
54,0.654232665
55,0.647387781
56,0.96817111
57,0.702776234
58,0.761865055
59,0.914218389
60,0.777147149
61,0.620077675
62,0.685112136
63,0.893459788
64,0.752838797
65,0.816968829
66,0.596300058
67,0.665219899
68,0.889132147
69,0.971024355
70,0.673058369
71,0.665646896
72,0.747541989
73,0.689941882
74,0.937406942
75,0.842349532
76,0.996410473
77,0.872755059
78,0.806084873
79,0.576701287
80,0.767273215
81,0.903618481
82,0.923846972
83,0.687856149
84,0.663250544
85,0.680383995
86,0.939747777
87,0.582129873
88,0.895832994
89,0.884859322
90,0.998222873
91,0.853260386
92,0.748687066
93,0.832404921
94,0.573550473
95,0.923760312
96,0.833765415
97,0.837489462
98,0.982638988
99,0.910878926
100,0.508039866
101,0.948329704
102,0.84342774
103,0.817226982
104,0.646135552
105,0.736745181
106,0.925804355
107,0.825709638
108,0.710506832
109,0.593498723
110,0.802314673
111,0.81773727
112,0.740109126
113,0.500704219
114,0.73290558
115,0.843819702
116,0.73640543
117,0.592656154
118,0.523164819
119,0.894100749
120,0.64603387
121,0.612529565
122,0.639362948
123,0.745439597
124,0.918590233
125,0.884913024
126,0.774224459
127,0.896111867
128,0.612350339
129,0.867582139
130,0.550603211
131,0.606679409
132,0.579858165
133,0.683379666
134,0.741185635
135,0.837180724
136,0.734378548
137,0.978918263
138,0.955373059
139,0.523911784
140,0.866332019
141,0.694451534
142,0.746062037
143,0.724655047
144,0.833553256
145,0.62986693
146,0.681198558
147,0.901718363
148,0.841080733
149,0.940881691
150,0.749445512
151,0.790795015
152,0.532351299
153,0.630586459
154,0.774739679
155,0.637248075
156,0.660616226
157,0.920634135
158,0.503556703
159,0.967962296
160,0.704592838
161,0.937972981
162,0.877240676
163,0.563045466
164,0.604848709
165,0.983966696
166,0.863165822
167,0.985412919
168,0.836772462
169,0.831834637
170,0.541308514
171,0.939162895
172,0.598317962
173,0.872241535
174,0.868206512
175,0.725049559
176,0.684377403
177,0.686272228
178,0.681197267
179,0.891581437
180,0.649427582
181,0.894583201
182,0.652226578
183,0.686360216
184,0.788569238
185,0.824384195
186,0.883549515
187,0.632130246
188,0.776555045
189,0.636325096
190,0.5496704
191,0.891555009
192,0.583055875
193,0.820865802
194,0.671003487
195,0.605465725
196,0.817369569
197,0.862950699
198,0.785556781
199,0.988424973
200,0.657073726
201,0.845309889
202,0.737008921
203,0.692696769
204,0.715428452
205,0.757577752
206,0.733716177
207,0.788808683
208,0.83826231
209,0.681711087
210,0.748221685
211,0.631573241
212,0.677408911
213,0.821525476
214,0.76193591
215,0.834288811
216,0.52734128
217,0.893624045
218,0.936195573
219,0.917923585
220,0.907341815
221,0.796220396
222,0.914356356
223,0.900291641
224,0.675862829
225,0.789407
226,0.726974047
227,0.747291329
228,0.995736058
229,0.861817734
230,0.894601021
231,0.8891009
232,0.57282631
233,0.553042223
234,0.596405163
235,0.587496465
236,0.759892763
237,0.690665755
238,0.875498506
239,0.538415486
240,0.77535872
241,0.566041174
242,0.759883082
243,0.670487732
244,0.661575552
245,0.571273965
246,0.528485903
247,0.651242784
248,0.769669262
249,0.578448272
250,0.893581128
251,0.829817652
252,0.903188557
253,0.552379196
254,0.783759101
255,0.692753529
256,0.642255441
257,0.595426261
258,0.606256249
259,0.995234851
260,0.558061243
261,0.993519649
262,0.543985434
263,0.64998243
264,0.577436411
265,0.809870794
266,0.806514401
267,0.62985865
268,0.986878399
269,0.575457868
270,0.582659013
271,0.852355384
272,0.851967887
273,0.905921779
274,0.909760914
275,0.912096892
276,0.537761912
277,0.560892913
278,0.518667204
279,0.583041963
280,0.644289489
281,0.936303022
282,0.898526275
283,0.998423103
284,0.565661909
285,0.575180287
286,0.646220426
287,0.584888745
288,0.728990806
289,0.987857573
290,0.748984445
291,0.841613621
292,0.5815789
293,0.74965549
294,0.75616987
295,0.731769877
296,0.536085918
297,0.991090145
298,0.683735148
299,0.763040483
300,0.961641139
301,0.929041707
302,0.878920578
303,0.845644458
304,0.74546291
305,0.594891027
306,0.732882504
307,0.670252833
308,0.780314724
309,0.817124957
310,0.536336982
311,0.578481084
312,0.999549323
313,0.543992227
314,0.528008017
315,0.924178893
316,0.651201257
317,0.960036802
318,0.802963517
319,0.667447906
320,0.921795696
321,0.709613245
322,0.866381283
323,0.698546309
324,0.808050038
325,0.980206543
326,0.851626683
327,0.589914075
328,0.545726128
329,0.735592172
330,0.91164341
331,0.604117278
332,0.741551178
333,0.622983506
334,0.887963048
335,0.769411515
336,0.549471287
337,0.837705668
338,0.850616783
339,0.628783295
340,0.71472299
341,0.552181449
342,0.503165274
343,0.860396011
344,0.613011808
345,0.729729338
346,0.632677982
347,0.86807642
348,0.695864786
349,0.604499277
350,0.561583572
351,0.881062401
352,0.597653559
353,0.952193104
354,0.537182136
355,0.84740563
356,0.82390223
357,0.525398044
358,0.652453597
359,0.592888189
360,0.688216615
361,0.974163975
362,0.589533841
363,0.865001695
364,0.518498055
365,0.664833135
366,0.910967789
367,0.632251396
368,0.609229857
369,0.506876445
370,0.948157156
371,0.870498795
372,0.736954561
373,0.721341905
374,0.624145469
375,0.946112189
376,0.682004297
377,0.895304711
378,0.818920411
379,0.64351431
380,0.84017904
381,0.610985304
382,0.975237891
383,0.88018288
384,0.85370868
385,0.91897737
386,0.595261245
387,0.955979088
388,0.666258412
389,0.705767734
390,0.957728027
391,0.91001029
392,0.588480161
393,0.659856339
394,0.809409989
395,0.514021428
396,0.99839497
397,0.802726932
398,0.844260031
399,0.841418758
400,0.782217987
401,0.509406645
402,0.965154373
403,0.999114124
404,0.679643475
405,0.945927241
406,0.775424659
407,0.815129936
408,0.742733117
409,0.8985343
410,0.862857138
411,0.630916168
412,0.871280453
413,0.873911857
414,0.975062713
415,0.527643891
416,0.904797681
417,0.935248752
418,0.509672649
419,0.578794281
420,0.878116616
421,0.830125358
422,0.568680189
423,0.740045828
424,0.50927952
