stage_id,S1
net_link_id,L1
ec_id,E1
profile_key,availability
1,0.999949375
2,0.830643758
3,0.929546449
4,0.828658526
5,0.807770451
6,0.940216321
7,0.941846125
8,0.882426241
9,0.874643894
10,0.926151479
11,0.919510638
12,0.942742758
13,0.918767783
14,0.981420897
15,0.909815197
16,0.872856917
17,0.948540811
18,0.925321102
19,0.863388463
20,0.890757009
21,0.904978423
22,0.820635014
23,0.874239268
24,0.862817832
25,0.849666481
26,0.85774312
27,0.970292989
28,0.803914641
29,0.927874603
30,0.851591784
31,0.883129497
32,0.874233634
33,0.838332846
34,0.922355963
35,0.958493687
36,0.884972596
37,0.898761797
38,0.902734294
39,0.88745801
40,0.956384473
41,0.991140615
42,0.940011009
43,0.800111995
44,0.820633492
45,0.972497973
46,0.941817653
47,0.802617542
48,0.832861908
49,0.829447614
50,0.844136715
51,0.917228632
52,0.940873474
53,0.979003693
54,0.885430629
55,0.864009367
56,0.89884113
57,0.939982863
58,0.922508184
59,0.898483171
60,0.849095287
61,0.834921171
62,0.809262573
63,0.864030024
64,0.88867454
65,0.996285039
66,0.820091525
67,0.897274171
68,0.952388255
69,0.883708537
70,0.853313207
71,0.879580202
72,0.863601041
73,0.987862999
74,0.945439563
75,0.883080878
76,0.953909565
77,0.808889499
78,0.871192762
79,0.82226472
80,0.819769346
81,0.993465349
82,0.887368254
83,0.853926531
84,0.931459395
85,0.993393463
86,0.900334747
87,0.959776852
88,0.885865233
89,0.951594669
90,0.821527722
91,0.918867047
92,0.909810836
93,0.95175219
94,0.813667366
95,0.97158428
96,0.836195054
97,0.964673582
98,0.862890538
99,0.800365061
100,0.828328918
101,0.826498348
102,0.937233714
103,0.903989024
104,0.883263044
105,0.9592906
106,0.806373786
107,0.874465304
108,0.899908259
109,0.893984677
110,0.814269031
111,0.946072023
112,0.853903714
113,0.916041846
114,0.886289767
115,0.804959521
116,0.950568438
117,0.873970571
118,0.820674694
119,0.900895095
120,0.804986043
121,0.923657352
122,0.803515867
123,0.889418797
124,0.844157767
125,0.978084418
126,0.951462816
127,0.888180384
128,0.963389981
129,0.857346578
130,0.993053637
131,0.990902112
132,0.987886899
133,0.838960068
134,0.852767452
135,0.948981873
136,0.829977488
137,0.802878881
138,0.997611526
139,0.922792849
140,0.89921489
141,0.885796959
142,0.907616914
143,0.881449232
144,0.829317538
145,0.832777205
146,0.895311893
147,0.84469939
148,0.90358256
149,0.980064568
150,0.916355005
151,0.811685587
152,0.977149285
153,0.85514414
154,0.879607254
155,0.977146074
156,0.957944844
157,0.948454587
158,0.86182126
159,0.991112405
160,0.884488043
161,0.974622737
162,0.982232372
163,0.944437609
164,0.99112561
165,0.9097043
166,0.960034489
167,0.878916217
168,0.93241793
169,0.886968869
170,0.89161377
171,0.80058884
172,0.906548237
173,0.875993362
174,0.965902225
175,0.887158602
176,0.812119841
177,0.886259416
178,0.838727265
179,0.801742953
180,0.902793738
181,0.840557616
182,0.888879453
183,0.906780146
184,0.886716977
185,0.839668149
186,0.861547037
187,0.851421007
188,0.975408051
189,0.886083984
190,0.872703073
191,0.969639696
192,0.846346176
193,0.955486368
194,0.873949986
195,0.911553465
196,0.812852652
197,0.845434931
198,0.813337616
199,0.929441736
200,0.927523965
201,0.919082028
202,0.903841744
203,0.889697402
204,0.807940129
205,0.887926398
206,0.865422482
207,0.920074119
208,0.807972638
209,0.933462158
210,0.906677474
211,0.843608249
212,0.993324659
213,0.952769526
214,0.903043308
215,0.869472466
216,0.875155139
217,0.9747618
218,0.830923828
219,0.889111212
220,0.840583962
221,0.957534139
222,0.883734356
223,0.863276405
224,0.889211001
225,0.806948875
226,0.886837462
227,0.864784831
228,0.827806373
229,0.815154463
230,0.986988121
231,0.876179571
232,0.891133982
233,0.94167425
234,0.991517731
235,0.968363186
236,0.91994514
237,0.897450384
238,0.985234818
239,0.97927594
240,0.927201461
241,0.921989182
242,0.871772399
243,0.824590629
244,0.850219274
245,0.952226667
246,0.989060379
247,0.8414714
248,0.995875351
249,0.916901068
250,0.924742126
251,0.96390485
252,0.967069822
253,0.961736338
254,0.841337543
255,0.892054022
256,0.996627424
257,0.878352384
258,0.841085579
259,0.93436587
260,0.834728445
261,0.808649516
262,0.831898338
263,0.884492508
264,0.870006479
265,0.983098959
266,0.853589428
267,0.865559919
268,0.999792588
269,0.963907292
270,0.958490548
271,0.80634035
272,0.878203769
273,0.983889941
274,0.995907181
275,0.83282705
276,0.910081433
277,0.912436092
278,0.836005148
279,0.835289296
280,0.895531174
281,0.90804234
282,0.991964682
283,0.970874677
284,0.987031772
285,0.941435343
286,0.869809537
287,0.944968901
288,0.922064635
289,0.966543757
290,0.860829469
291,0.979935797
292,0.971549938
293,0.916698058
294,0.903967625
295,0.970506959
296,0.880219364
297,0.959705459
298,0.894749594
299,0.876875701
300,0.810732945
301,0.892736785
302,0.865234917
303,0.963313203
304,0.844579128
305,0.988058025
306,0.997080193
307,0.971753843
308,0.936718613
309,0.993269035
310,0.85273392
311,0.912778979
312,0.906140136
313,0.980909854
314,0.946704721
315,0.813990655
316,0.846594344
317,0.836288253
318,0.857403146
319,0.995009647
320,0.952172443
321,0.859896244
322,0.964912729
323,0.964936252
324,0.81922903
325,0.8364515
326,0.85244121
327,0.847830891
328,0.990960148
329,0.802338874
330,0.86778322
331,0.821576002
332,0.821175871
333,0.879294081
334,0.956077441
335,0.984253422
336,0.974137152
337,0.886029672
338,0.921766809
339,0.856287867
340,0.930307396
341,0.857514506
342,0.872456217
343,0.832968525
344,0.813166526
345,0.906788906
346,0.927900957
347,0.868544988
348,0.872905629
349,0.842299971
350,0.885933565
351,0.937478874
352,0.906667284
353,0.855217836
354,0.930580497
355,0.970258922
356,0.976955275
357,0.913239599
358,0.800690055
359,0.923303245
360,0.966871528
361,0.817365049
362,0.840941667
363,0.987496186
364,0.970275568
365,0.822266093
366,0.820102751
367,0.89950872
368,0.835480927
369,0.836238459
370,0.884757686
371,0.931621935
372,0.997911555
373,0.838324302
374,0.85000802
375,0.906465673
376,0.935983206
377,0.941304285
378,0.946302044
379,0.930281905
380,0.905404043
381,0.845092004
382,0.919851155
383,0.925830821
